Candidate_ID,Candidate_Gender,Candidate_Education_Level,Candidate_Work_Experience,Candidate_Skills,Job_Type,Job_Category,Required_Skills,Job_Description,Title,URL
894,1,1,4,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Biology Meets Programming: Bioinformatics for Beginners,https://www.coursera.org/learn/bioinformatics
895,1,1,8,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",The Business of Product Management I,https://www.coursera.org/learn/the-business-of-product-management-one
896,1,3,3,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,https://www.coursera.org/learn/autodesk-autocad-design-drafting
897,0,3,4,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Solar Energy Basics,https://www.coursera.org/learn/solar-energy-basics
898,0,1,3,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Learning to Teach Online,https://www.coursera.org/learn/teach-online
899,1,1,0,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Introduction to Deep Learning & Neural Networks with Keras,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras
900,1,3,5,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Network Security & Database Vulnerabilities ,https://www.coursera.org/learn/network-security-database-vulnerabilities
901,0,2,4,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Digital Transformation,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation
902,0,2,4,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Project Management: Foundations and Initiation,https://www.coursera.org/learn/project-management-foundations-initiation
903,0,1,4,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Responsive Web Design in Adobe XD,https://www.coursera.org/learn/responsive-web-design-adobe-xd
904,0,2,7,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Marketing Digital,https://www.coursera.org/learn/estrategia-marketing-digital
905,0,2,5,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Using Python to Interact with the Operating System,https://www.coursera.org/learn/python-operating-system
906,1,2,8,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",The Arts and Science of Relationships: Understanding Human Needs,https://www.coursera.org/learn/human-needs
907,1,3,9,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,"Make the Sale: Build, Launch, and Manage E-commerce Stores",https://www.coursera.org/learn/make-the-sale
908,1,1,4,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Diversity and Inclusion for HR Professionals,https://www.coursera.org/learn/diversity-and-inclusion-for-hr-professionals
909,0,3,1,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Instructional Methods in Health Professions Education,https://www.coursera.org/learn/instructional-methods-education
910,1,1,5,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Schizophrenia,https://www.coursera.org/learn/schizophrenia
911,0,4,9,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Inclusive Leadership: The Power of Workplace Diversity,https://www.coursera.org/learn/inclusiveleadership
912,0,2,3,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Managing the Company of the Future,https://www.coursera.org/learn/company-future-management
913,0,2,1,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Foundations of Business Strategy,https://www.coursera.org/learn/uva-darden-foundations-business-strategy
914,1,3,5,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Introduction to Google SEO,https://www.coursera.org/learn/search-engine-optimization
915,1,2,1,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Implant Dentistry,https://www.coursera.org/learn/implant-dentistry
916,0,1,8,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Healing with the Arts,https://www.coursera.org/learn/healing-with-the-arts
917,1,3,9,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis
918,0,2,0,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,People Analytics,https://www.coursera.org/learn/wharton-people-analytics
919,0,1,1,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Six Sigma Principles ,https://www.coursera.org/learn/six-sigma-principles
920,1,3,5,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer","Excel/VBA for Creative Problem Solving, Part 1",https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1
921,1,4,3,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Fundamentals of Visualization with Tableau,https://www.coursera.org/learn/data-visualization-tableau
922,0,4,5,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Operational Research for Humanitarians,https://www.coursera.org/learn/research-humanitarian
923,0,2,1,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Introduction to Probability and Data with R,https://www.coursera.org/learn/probability-intro
924,1,1,9,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Business Model Innovation,https://www.coursera.org/learn/business-model
925,1,2,1,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Data-Driven Decisions with Power BI,https://www.coursera.org/learn/data-driven-decisions-with-power-bi
926,1,1,5,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Greek and Roman Mythology,https://www.coursera.org/learn/mythology
927,0,4,0,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Getting Started with Git and GitHub,https://www.coursera.org/learn/getting-started-with-git-and-github
928,1,3,8,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Agile Meets Design Thinking,https://www.coursera.org/learn/uva-darden-getting-started-agile
929,0,3,9,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Google SEO Fundamentals,https://www.coursera.org/learn/seo-fundamentals
930,1,4,4,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Introduction to Cyber Attacks,https://www.coursera.org/learn/intro-cyber-attacks
931,1,1,3,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Introduction to Agile Development and Scrum,https://www.coursera.org/learn/agile-development-and-scrum
932,1,4,0,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Excel Fundamentals for Data Analysis,https://www.coursera.org/learn/excel-data-analysis-fundamentals
933,1,1,7,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Creative Thinking: Techniques and Tools for Success,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success
934,0,4,1,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Mastering Final Cut Pro,https://www.coursera.org/learn/mastering-final-cut-pro
935,1,1,2,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Introduction to Public Speaking,https://www.coursera.org/learn/public-speaking
936,0,3,4,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Children's Human Rights - An Interdisciplinary Introduction,https://www.coursera.org/learn/childrens-rights
937,1,4,7,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Data-driven Decision Making,https://www.coursera.org/learn/decision-making
938,1,2,7,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Cost and Economics in Pricing Strategy,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics
939,1,1,8,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Aspectos básicos del diseño de la experiencia del usuario,https://www.coursera.org/learn/aspectos-basicos-del-diseno-de-la-experiencia-del-usuario-ux
940,1,4,2,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Nutrición y obesidad: control de sobrepeso,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso
941,0,4,1,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Positive Psychology ,https://www.coursera.org/learn/positive-psychology
942,1,1,1,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Security Principles,https://www.coursera.org/learn/-security-principles
943,1,3,2,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,Understanding Plants - Part I: What a Plant Knows,https://www.coursera.org/learn/plantknows
944,1,4,8,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Science Literacy ,https://www.coursera.org/learn/science-literacy
945,0,3,3,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Machine Learning Modeling Pipelines in Production,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production
946,1,4,0,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Design a User Experience for Social Good & Prepare for Jobs,https://www.coursera.org/learn/ux-design-jobs
947,0,4,6,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://www.coursera.org/learn/social-impact
948,1,1,5,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",The Art of Music Production,https://www.coursera.org/learn/producing-music
949,1,3,3,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Introduction to Risk Management,https://www.coursera.org/learn/introduction-to-risk-management
950,1,2,9,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Initiating and Planning Projects,https://www.coursera.org/learn/project-planning
951,1,4,7,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist","Custom Models, Layers, and Loss Functions with TensorFlow",https://www.coursera.org/learn/custom-models-layers-loss-functions-with-tensorflow
952,1,2,3,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox
953,0,1,2,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Introduction to Computer Vision and Image Processing,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv
954,1,4,5,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Preparing to Manage Human Resources,https://www.coursera.org/learn/managing-human-resources
955,1,4,7,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Deploying Machine Learning Models in Production,https://www.coursera.org/learn/deploying-machine-learning-models-in-production
956,0,1,4,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Introduction to Genetics and Evolution,https://www.coursera.org/learn/genetics-evolution
957,1,3,9,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Rebuilding Our Relationship with Food,https://www.coursera.org/learn/food-relationship-mindful-eating-health
958,0,2,3,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Introduction to Web Development,https://www.coursera.org/learn/web-development
959,1,3,3,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Cyber Threat Intelligence,https://www.coursera.org/learn/ibm-cyber-threat-intelligence
960,1,2,0,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals
961,0,1,2,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Regression Analysis: Simplify Complex Data Relationships,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships
962,1,3,4,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Fundamentals of GIS,https://www.coursera.org/learn/gis
963,1,4,6,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",The Horse Course: Introduction to Basic Care and Management,https://www.coursera.org/learn/horse-care
964,1,2,7,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Foundations of Health Equity Research,https://www.coursera.org/learn/health-equity-research
965,0,4,0,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",CompTIA Exam Prep,https://www.coursera.org/learn/comptia-exam-prep
966,0,3,0,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",In the Studio: Postwar Abstract Painting,https://www.coursera.org/learn/painting
967,1,4,2,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Bases de la planification et de la gestion de projet,https://www.coursera.org/learn/uva-darden-project-management-fr
968,0,1,5,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Satisfaction Guaranteed: Develop Customer Loyalty Online,https://www.coursera.org/learn/satisfaction-guaranteed
969,1,1,9,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Computational Neuroscience,https://www.coursera.org/learn/computational-neuroscience
970,1,3,4,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Using Databases with Python,https://www.coursera.org/learn/python-databases
971,0,2,7,"Python,Java",Full-time,Software Development,"Python,Java,data structures",software engineer,Astronomy: Exploring Time and Space,https://www.coursera.org/learn/astro
972,1,4,9,"Graphic Design,Adobe Creative Suite",Full-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Financial Planning for Young Adults,https://www.coursera.org/learn/financial-planning
973,1,4,5,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Process Mining: Data science in Action,https://www.coursera.org/learn/process-mining
974,0,4,0,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Bugs 101: Insect-Human Interactions,https://www.coursera.org/learn/bugs-101
975,1,1,2,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Applied Data Science Capstone,https://www.coursera.org/learn/applied-data-science-capstone
976,1,2,5,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Introduction to Environmental Law and Policy,https://www.coursera.org/learn/environmental-law
977,0,4,9,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,Writing and Editing: Word Choice and Word Order,https://www.coursera.org/learn/writing-editing-words
978,0,4,0,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Code Yourself! An Introduction to Programming,https://www.coursera.org/learn/intro-programming
979,0,4,1,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Introduction to Machine Learning,https://www.coursera.org/learn/machine-learning-duke
980,0,3,9,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,The Cycle: Management of Successful Arts and Cultural Organizations,https://www.coursera.org/learn/the-cycle
981,0,2,6,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Getting Started with SAS Programming,https://www.coursera.org/learn/sas-programming-basics
982,1,1,1,"Machine Learning,Python",Full-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Earth Economics,https://www.coursera.org/learn/earth-economics
983,0,4,3,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Product Management Essentials,https://www.coursera.org/learn/product-management-essentials
984,1,3,4,"Customer Service,communication",intership,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication","Algorithms for Searching, Sorting, and Indexing",https://www.coursera.org/learn/algorithms-searching-sorting-indexing
985,0,4,1,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Econometrics: Methods and Applications,https://www.coursera.org/learn/erasmus-econometrics
986,1,1,3,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Operations Analytics,https://www.coursera.org/learn/wharton-operations-analytics
987,0,4,9,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Containerized Applications on AWS,https://www.coursera.org/learn/containerized-applications-on-aws
988,1,3,5,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Data Science Math Skills,https://www.coursera.org/learn/datasciencemathskills
989,0,2,9,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Global Financing Solutions  (by EDHEC and Société Générale),https://www.coursera.org/learn/global-financing-solutions
990,1,1,5,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",React Basics,https://www.coursera.org/learn/react-basics
991,0,4,5,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Probabilistic Graphical Models 1: Representation,https://www.coursera.org/learn/probabilistic-graphical-models
992,1,2,3,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Introduction to Enterprise Computing,https://www.coursera.org/learn/introduction-enterprise-computing
993,0,4,8,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",ChatGPT for Beginners: Using AI For Market Research,https://www.coursera.org/projects/chat-gpt-for-beginners-using-ai-for-market-research
994,1,2,2,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Getting Started with Power BI Desktop,https://www.coursera.org/projects/power-bi-desktop
995,0,1,8,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Coding for Beginners: An Easy Introduction,https://www.coursera.org/projects/coding-for-beginners-an-easy-introduction
996,1,1,0,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,ChatGPT for Beginners: SciFi Writing with Dall-e,https://www.coursera.org/projects/chatgpt-dall-e-scifi-writing
997,1,1,4,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Curso Completo de Power BI Desktop,https://www.coursera.org/projects/curso-completo-power-bi
998,0,3,1,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Excel for Beginners: Pivot Tables,https://www.coursera.org/projects/excel-for-beginners-pivot-tables
999,0,2,2,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Cloud SQL for MySQL: Qwik Start,https://www.coursera.org/learn/googlecloud-cloud-sql-for-mysql-qwik-start-etqlf?specialization=google-cloud-database-engineer
1000,0,3,6,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service,https://www.coursera.org/learn/googlecloud-migrating-to-cloud-sql-from-amazon-rds-for-mysql-using-databas-lyazm?specialization=google-cloud-database-engineer
1001,1,3,3,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Cloud Spanner - Defining Schemas and Understanding Query Plans,https://www.coursera.org/learn/googlecloud-cloud-spanner-defining-schemas-and-understanding-query-plans-b8liu?specialization=google-cloud-database-engineer
1002,1,3,5,"Python,Java",Part-time,Software Development,"Python,Java,data structures",software engineer,Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL,https://www.coursera.org/learn/googlecloud-configure-replication-and-enable-point-in-time-recovery-for-cl-44p4k?specialization=google-cloud-database-engineer
1003,1,1,3,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Migrate to Cloud SQL for PostgreSQL using Database Migration Service,https://www.coursera.org/learn/googlecloud-migrate-to-cloud-sql-for-postgresql-using-database-migration-s-xebrc?specialization=google-cloud-database-engineer
1004,0,2,0,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Connect an App to a Cloud SQL for PostgreSQL Instance,https://www.coursera.org/learn/googlecloud-connect-an-app-to-a-cloud-sql-for-postgresql-instance-mhiqu?specialization=google-cloud-database-engineer
1005,1,1,3,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Cloud Spanner - Loading Data and Performing Backups,https://www.coursera.org/learn/googlecloud-cloud-spanner-loading-data-and-performing-backups-cd0yv?specialization=google-cloud-database-engineer
1006,0,2,5,"Graphic Design,Adobe Creative Suite",intership,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Deploy a Modern Web App connected to a Cloud Spanner Instance,https://www.coursera.org/learn/googlecloud-deploy-a-modern-web-app-connected-to-a-cloud-spanner-instance-l4vor?specialization=google-cloud-database-engineer
1007,1,1,8,"Python,Java",intership,Software Development,"Python,Java,data structures",software engineer,A Tour of Google Cloud Hands-on Labs,https://www.coursera.org/learn/googlecloud-a-tour-of-google-cloud-hands-on-labs-5s3nf?specialization=google-cloud-database-engineer
1008,0,1,3,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Migrating On-premises MySQL Using a Continuous Database Migration Service Job,https://www.coursera.org/learn/googlecloud-migrating-on-premises-mysql-using-a-continuous-database-migrat-hy9uq?specialization=google-cloud-database-engineer
1009,0,1,3,"Excel,statistical modelling",intership,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Securing a Cloud SQL for PostgreSQL Instance,https://www.coursera.org/learn/googlecloud-securing-a-cloud-sql-for-postgresql-instance-16bmr?specialization=google-cloud-database-engineer
1010,0,1,4,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Visual Perception for Self-Driving Cars,https://www.coursera.org/learn/visual-perception-self-driving-cars?specialization=self-driving-cars
1011,1,1,7,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Introduction to Data Analytics for Business,https://www.coursera.org/learn/data-analytics-business?specialization=data-analytics-business
1012,1,4,7,"Machine Learning,Python",Part-time,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Writing Winning Resumes and Cover Letters,https://www.coursera.org/learn/resume-writing?specialization=english-interview-resume
1013,1,3,8,"Social media,content creation",intership,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Fundamentals of Investing,https://www.coursera.org/learn/investing-fundamentals?specialization=personal-finance-fundamentals
1014,0,2,2,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Verb Tenses and Passives,https://www.coursera.org/learn/verb-passives?specialization=advanced-grammar-punctuation
1015,0,3,2,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Spanish Vocabulary: Careers and Social Events,https://www.coursera.org/learn/spanish-vocabulary-careers?specialization=learn-spanish
1016,1,2,2,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication","Introduction to CAD, CAM, and Practical CNC Machining",https://www.coursera.org/learn/introduction-cad-cam-practical-cnc-machining?specialization=autodesk-cad-cam-manufacturing
1017,1,3,2,"Financial analysis,accounting",intership,Finance,"Financial analysis,Excel,accounting",financial analyst,AI For Medical Treatment,https://www.coursera.org/learn/ai-for-medical-treatment?specialization=ai-for-medicine
1018,0,2,4,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Introduction to Corporate Finance,https://www.coursera.org/learn/wharton-finance?specialization=finance-quantitative-modeling-analysts
1019,1,4,5,"Excel,statistical modelling",Part-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Algorithmic Toolbox,https://www.coursera.org/learn/algorithmic-toolbox?specialization=data-structures-algorithms
1020,0,3,5,"Financial analysis,accounting",Full-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Fundamentals of Machine Learning for Healthcare,https://www.coursera.org/learn/fundamental-machine-learning-healthcare?specialization=ai-healthcare
1021,0,2,4,"Financial analysis,accounting",Part-time,Finance,"Financial analysis,Excel,accounting",financial analyst,Regression Models,https://www.coursera.org/learn/regression-models?specialization=data-science-statistics-machine-learning
1022,0,2,7,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",EMT Foundations,https://www.coursera.org/learn/emt-foundations?specialization=become-an-emt
1023,1,2,5,"Excel,statistical modelling",Full-time,Data Analysis,"Data Analysis,Excel,statistical modelling","Data Analysts,Data scientist",Culminating Project in Health Informatics,https://www.coursera.org/learn/culminating-project-course-in-health-informatics?specialization=health-informatics
1024,1,4,8,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Managing Network Security,https://www.coursera.org/learn/managing-network-cybersecurity?specialization=managing-cybersecurity
1025,0,4,5,"Machine Learning,Python",intership,Data Science,"Machine Learning,data analysis,Python","software developer,data scientist",Digital Transformation,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation?specialization=leading-modern-day-business
1026,1,2,6,"Customer Service,communication",Full-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Programming for the Internet of Things Project,https://www.coursera.org/learn/internet-of-things-project?specialization=iot
1027,0,4,5,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative","Twitter, LinkedIn, and YouTube Marketing",https://www.coursera.org/learn/twitter-linkedin-youtube-marketing?specialization=social-media-marketing-practice
1028,0,1,6,"Graphic Design,Adobe Creative Suite",Part-time,Graphic Design,"Graphic Design,Adobe Creative Suite,visual design","GUI developer,designer",Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness ,https://www.coursera.org/learn/nonprofit-gov-capstone?specialization=nonprofit
1029,0,1,9,"Social media,content creation",Full-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Statistics for Genomic Data Science,https://www.coursera.org/learn/statistical-genomics?specialization=genomic-data-science
1030,1,4,4,"Customer Service,communication",Part-time,Customer Service,"Customer Service,sales,communication","Customer Service,sales,communication",Getting Started with Go,https://www.coursera.org/learn/golang-getting-started?specialization=google-golang
1031,0,1,9,"Social media,content creation",Part-time,Marketing,"Social media,content creation,graphic design","marketing assistant,sales representative",Exploratory Data Analysis for Machine Learning,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning?specialization=ibm-intro-machine-learning
